record,db,start,end,label
cu06,CUDB,21000,21500,Normal
cu06,CUDB,21125,21625,Normal
cu06,CUDB,21250,21750,Normal
cu06,CUDB,21375,21875,Normal
cu06,CUDB,21500,22000,Normal
cu06,CUDB,21625,22125,Normal
cu06,CUDB,21750,22250,Normal
cu06,CUDB,21875,22375,Normal
cu06,CUDB,22000,22500,Normal
cu06,CUDB,22125,22625,Normal
cu06,CUDB,22250,22750,Normal
cu06,CUDB,22375,22875,Normal
cu06,CUDB,22500,23000,Normal
cu06,CUDB,22625,23125,Normal
cu06,CUDB,22750,23250,Normal
cu06,CUDB,22875,23375,Normal
cu06,CUDB,23000,23500,Normal
cu06,CUDB,23125,23625,Normal
cu06,CUDB,23250,23750,Normal
cu06,CUDB,23375,23875,Normal
cu06,CUDB,23500,24000,Normal
cu06,CUDB,23625,24125,Normal
cu06,CUDB,23750,24250,Normal
cu06,CUDB,23875,24375,Normal
cu06,CUDB,24000,24500,Normal
cu06,CUDB,24125,24625,Normal
cu06,CUDB,24250,24750,Normal
cu06,CUDB,24375,24875,Normal
cu06,CUDB,24500,25000,Normal
cu06,CUDB,24625,25125,Normal
cu06,CUDB,24750,25250,Normal
cu06,CUDB,24875,25375,Normal
cu06,CUDB,25000,25500,Normal
cu06,CUDB,25125,25625,Normal
cu06,CUDB,25250,25750,Normal
cu06,CUDB,25375,25875,Normal
cu06,CUDB,25500,26000,Normal
cu06,CUDB,25625,26125,Normal
cu06,CUDB,25750,26250,Normal
cu06,CUDB,25875,26375,Normal
cu06,CUDB,26000,26500,Normal
cu06,CUDB,26125,26625,Normal
cu06,CUDB,26250,26750,Normal
cu06,CUDB,26375,26875,Normal
cu06,CUDB,26500,27000,Normal
cu06,CUDB,26625,27125,Normal
cu06,CUDB,26750,27250,Normal
cu06,CUDB,26875,27375,Normal
cu06,CUDB,27000,27500,Normal
cu06,CUDB,27125,27625,Normal
cu06,CUDB,27250,27750,Normal
cu06,CUDB,27375,27875,Normal
cu06,CUDB,27500,28000,Normal
cu06,CUDB,27625,28125,Normal
cu06,CUDB,27750,28250,Normal
cu06,CUDB,27875,28375,Normal
cu06,CUDB,28000,28500,Normal
cu06,CUDB,28125,28625,Normal
cu06,CUDB,28250,28750,Normal
cu06,CUDB,28375,28875,Normal
cu06,CUDB,28500,29000,Normal
cu06,CUDB,28625,29125,Normal
cu06,CUDB,28750,29250,Normal
cu06,CUDB,28875,29375,Normal
cu06,CUDB,29000,29500,Normal
cu06,CUDB,29125,29625,Normal
cu06,CUDB,29250,29750,Normal
cu06,CUDB,29375,29875,Normal
cu06,CUDB,29500,30000,Normal
cu06,CUDB,29625,30125,Normal
cu06,CUDB,29750,30250,Normal
cu06,CUDB,29875,30375,Normal
cu06,CUDB,30000,30500,Normal
cu06,CUDB,30125,30625,Normal
cu06,CUDB,30250,30750,Normal
cu06,CUDB,30375,30875,Normal
cu06,CUDB,30500,31000,Normal
cu06,CUDB,30625,31125,Normal
cu06,CUDB,30750,31250,Normal
cu06,CUDB,30875,31375,Normal
cu06,CUDB,31000,31500,Normal
cu06,CUDB,31125,31625,Normal
cu06,CUDB,31250,31750,Normal
cu06,CUDB,31375,31875,Normal
cu06,CUDB,31500,32000,Normal
cu06,CUDB,31625,32125,Normal
cu06,CUDB,31750,32250,Normal
cu06,CUDB,31875,32375,Normal
cu06,CUDB,32000,32500,Normal
cu06,CUDB,32125,32625,Normal
cu06,CUDB,32250,32750,Normal
cu06,CUDB,32375,32875,Normal
cu06,CUDB,32500,33000,Normal
cu06,CUDB,32625,33125,Normal
cu06,CUDB,32750,33250,Normal
cu06,CUDB,32875,33375,Normal
cu06,CUDB,33000,33500,Normal
cu06,CUDB,33125,33625,Normal
cu06,CUDB,33250,33750,Normal
cu06,CUDB,33375,33875,Normal
cu06,CUDB,33500,34000,Normal
cu06,CUDB,33625,34125,Normal
cu06,CUDB,33750,34250,Normal
cu06,CUDB,33875,34375,Normal
cu06,CUDB,34000,34500,Normal
cu06,CUDB,34125,34625,Normal
cu06,CUDB,34250,34750,Normal
cu06,CUDB,34375,34875,Normal
cu06,CUDB,34500,35000,Normal
cu06,CUDB,34625,35125,Normal
cu06,CUDB,34750,35250,Normal
cu06,CUDB,34875,35375,Normal
cu06,CUDB,35000,35500,Normal
cu06,CUDB,35125,35625,Normal
cu06,CUDB,35250,35750,Normal
cu06,CUDB,35375,35875,Normal
cu06,CUDB,35500,36000,Normal
cu06,CUDB,35625,36125,Normal
cu06,CUDB,35750,36250,Normal
cu06,CUDB,35875,36375,Normal
cu06,CUDB,36000,36500,Normal
cu06,CUDB,36125,36625,Normal
cu06,CUDB,36250,36750,Normal
cu06,CUDB,36375,36875,Normal
cu06,CUDB,36500,37000,Normal
cu06,CUDB,36625,37125,Normal
cu06,CUDB,36750,37250,Normal
cu06,CUDB,36875,37375,Normal
cu06,CUDB,37000,37500,Normal
cu06,CUDB,37125,37625,Normal
cu06,CUDB,37250,37750,Normal
cu06,CUDB,37375,37875,Normal
cu06,CUDB,37500,38000,Normal
cu06,CUDB,37625,38125,Normal
cu06,CUDB,37750,38250,Normal
cu06,CUDB,37875,38375,Normal
cu06,CUDB,38000,38500,Normal
cu06,CUDB,38125,38625,Normal
cu06,CUDB,38250,38750,Normal
cu06,CUDB,38375,38875,Normal
cu06,CUDB,38500,39000,Normal
cu06,CUDB,38625,39125,Normal
cu06,CUDB,38750,39250,Normal
cu06,CUDB,38875,39375,Normal
cu06,CUDB,39000,39500,Normal
cu06,CUDB,39125,39625,Normal
cu06,CUDB,39250,39750,Normal
cu06,CUDB,39375,39875,Normal
cu06,CUDB,39500,40000,Normal
cu06,CUDB,39625,40125,Normal
cu06,CUDB,39750,40250,Normal
cu06,CUDB,39875,40375,Normal
cu06,CUDB,40000,40500,Normal
cu06,CUDB,40125,40625,Normal
cu06,CUDB,40250,40750,Normal
cu06,CUDB,40375,40875,Normal
cu06,CUDB,40500,41000,Normal
cu06,CUDB,40625,41125,Normal
cu06,CUDB,40750,41250,Normal
cu06,CUDB,40875,41375,Normal
cu06,CUDB,41000,41500,Normal
cu06,CUDB,41125,41625,Normal
cu06,CUDB,41250,41750,Normal
cu06,CUDB,41375,41875,Normal
cu06,CUDB,41500,42000,Normal
cu06,CUDB,41625,42125,Normal
cu06,CUDB,41750,42250,Normal
cu06,CUDB,41875,42375,Normal
cu06,CUDB,42000,42500,Normal
cu06,CUDB,42125,42625,Normal
cu06,CUDB,42250,42750,Normal
cu06,CUDB,42375,42875,Normal
cu06,CUDB,42500,43000,Normal
cu06,CUDB,42625,43125,Normal
cu06,CUDB,42750,43250,Normal
cu06,CUDB,42875,43375,Normal
cu06,CUDB,43000,43500,Normal
cu06,CUDB,43125,43625,Normal
cu06,CUDB,43250,43750,Normal
cu06,CUDB,43375,43875,Normal
cu06,CUDB,43500,44000,Normal
cu06,CUDB,43625,44125,Normal
cu06,CUDB,43750,44250,Normal
cu06,CUDB,43875,44375,Normal
cu06,CUDB,44000,44500,Normal
cu06,CUDB,44125,44625,Normal
cu06,CUDB,44250,44750,Normal
cu06,CUDB,44375,44875,Normal
cu06,CUDB,44500,45000,Normal
cu06,CUDB,44625,45125,Normal
cu06,CUDB,44750,45250,Normal
cu06,CUDB,44875,45375,Normal
cu06,CUDB,45000,45500,Normal
cu06,CUDB,45125,45625,Normal
cu06,CUDB,45250,45750,Normal
cu06,CUDB,45375,45875,Normal
cu06,CUDB,45500,46000,Normal
cu06,CUDB,45625,46125,Normal
cu06,CUDB,45750,46250,Normal
cu06,CUDB,45875,46375,Dangerous
cu06,CUDB,46000,46500,Dangerous
cu06,CUDB,46125,46625,Dangerous
cu06,CUDB,46250,46750,Dangerous
cu06,CUDB,46375,46875,Dangerous
cu06,CUDB,46500,47000,Dangerous
cu06,CUDB,46625,47125,Dangerous
cu06,CUDB,46750,47250,Dangerous
cu06,CUDB,46875,47375,Dangerous
cu06,CUDB,47000,47500,Dangerous
cu06,CUDB,47125,47625,Dangerous
cu06,CUDB,47250,47750,Dangerous
cu06,CUDB,47375,47875,Dangerous
cu06,CUDB,47500,48000,Dangerous
cu06,CUDB,47625,48125,Dangerous
cu06,CUDB,47750,48250,Dangerous
cu06,CUDB,47875,48375,Dangerous
cu06,CUDB,48000,48500,Dangerous
cu06,CUDB,48125,48625,Dangerous
cu06,CUDB,48250,48750,Dangerous
cu06,CUDB,48375,48875,Dangerous
cu06,CUDB,48500,49000,Dangerous
cu06,CUDB,48625,49125,Dangerous
cu06,CUDB,48750,49250,Dangerous
cu06,CUDB,48875,49375,Dangerous
cu06,CUDB,49000,49500,Dangerous
cu06,CUDB,49125,49625,Dangerous
cu06,CUDB,49250,49750,Dangerous
cu06,CUDB,49375,49875,Dangerous
cu06,CUDB,49500,50000,Dangerous
cu06,CUDB,49625,50125,Dangerous
cu06,CUDB,49750,50250,Dangerous
cu06,CUDB,49875,50375,Dangerous
cu06,CUDB,50000,50500,Dangerous
cu06,CUDB,50125,50625,Dangerous
cu06,CUDB,50250,50750,Dangerous
cu06,CUDB,50375,50875,Dangerous
cu06,CUDB,50500,51000,Dangerous
cu06,CUDB,50625,51125,Dangerous
cu06,CUDB,50750,51250,Dangerous
cu06,CUDB,50875,51375,Dangerous
cu06,CUDB,51000,51500,Dangerous
cu06,CUDB,51125,51625,Dangerous
cu06,CUDB,51250,51750,Dangerous
cu06,CUDB,51375,51875,Dangerous
cu06,CUDB,51500,52000,Dangerous
cu06,CUDB,51625,52125,Dangerous
cu06,CUDB,51750,52250,Dangerous
cu06,CUDB,51875,52375,Dangerous
cu06,CUDB,52000,52500,Dangerous
cu06,CUDB,52125,52625,Dangerous
cu06,CUDB,52250,52750,Dangerous
cu06,CUDB,52375,52875,Dangerous
cu06,CUDB,52500,53000,Dangerous
cu06,CUDB,52625,53125,Dangerous
cu06,CUDB,52750,53250,Dangerous
cu06,CUDB,52875,53375,Dangerous
cu06,CUDB,53000,53500,Dangerous
cu06,CUDB,53125,53625,Dangerous
cu06,CUDB,53250,53750,Dangerous
cu06,CUDB,53375,53875,Dangerous
cu06,CUDB,53500,54000,Dangerous
cu06,CUDB,53625,54125,Dangerous
cu06,CUDB,53750,54250,Dangerous
cu06,CUDB,53875,54375,Dangerous
cu06,CUDB,54000,54500,Dangerous
cu06,CUDB,54125,54625,Dangerous
cu06,CUDB,54250,54750,Dangerous
cu06,CUDB,54375,54875,Dangerous
cu06,CUDB,54500,55000,Dangerous
cu06,CUDB,54625,55125,Dangerous
cu06,CUDB,54750,55250,Dangerous
cu06,CUDB,54875,55375,Dangerous
cu06,CUDB,55000,55500,Dangerous
cu06,CUDB,55125,55625,Dangerous
cu06,CUDB,55250,55750,Dangerous
cu06,CUDB,55375,55875,Dangerous
cu06,CUDB,55500,56000,Dangerous
cu06,CUDB,55625,56125,Dangerous
cu06,CUDB,55750,56250,Dangerous
cu06,CUDB,55875,56375,Dangerous
cu06,CUDB,56000,56500,Dangerous
cu06,CUDB,56125,56625,Dangerous
cu06,CUDB,56250,56750,Dangerous
cu06,CUDB,56375,56875,Dangerous
cu06,CUDB,56500,57000,Dangerous
cu06,CUDB,56625,57125,Dangerous
cu06,CUDB,56750,57250,Dangerous
cu06,CUDB,56875,57375,Dangerous
cu06,CUDB,57000,57500,Dangerous
cu06,CUDB,57125,57625,Dangerous
cu06,CUDB,57250,57750,Dangerous
cu06,CUDB,57375,57875,Dangerous
cu06,CUDB,57500,58000,Dangerous
cu06,CUDB,57625,58125,Dangerous
cu06,CUDB,57750,58250,Dangerous
cu06,CUDB,57875,58375,Dangerous
cu06,CUDB,58000,58500,Dangerous
cu06,CUDB,58125,58625,Dangerous
cu06,CUDB,58250,58750,Dangerous
cu06,CUDB,58375,58875,Dangerous
cu06,CUDB,58500,59000,Dangerous
cu06,CUDB,58625,59125,Dangerous
cu06,CUDB,58750,59250,Dangerous
cu06,CUDB,58875,59375,Dangerous
cu06,CUDB,59000,59500,Dangerous
cu06,CUDB,59125,59625,Dangerous
cu06,CUDB,59250,59750,Dangerous
cu06,CUDB,59375,59875,Dangerous
cu06,CUDB,59500,60000,Dangerous
cu06,CUDB,59625,60125,Dangerous
cu06,CUDB,59750,60250,Dangerous
cu06,CUDB,59875,60375,Dangerous
cu06,CUDB,60000,60500,Dangerous
cu06,CUDB,60125,60625,Dangerous
cu06,CUDB,60250,60750,Dangerous
cu06,CUDB,60375,60875,Dangerous
cu06,CUDB,60500,61000,Dangerous
cu06,CUDB,60625,61125,Dangerous
cu06,CUDB,60750,61250,Dangerous
cu06,CUDB,60875,61375,Dangerous
cu06,CUDB,61000,61500,Dangerous
cu06,CUDB,61125,61625,Dangerous
cu06,CUDB,61250,61750,Dangerous
cu06,CUDB,61375,61875,Dangerous
cu06,CUDB,61500,62000,Dangerous
cu06,CUDB,61625,62125,Dangerous
cu06,CUDB,61750,62250,Dangerous
cu06,CUDB,61875,62375,Dangerous
cu06,CUDB,62000,62500,Dangerous
cu06,CUDB,62125,62625,Dangerous
cu06,CUDB,62250,62750,Dangerous
cu06,CUDB,62375,62875,Dangerous
cu06,CUDB,62500,63000,Dangerous
cu06,CUDB,62625,63125,Dangerous
cu06,CUDB,62750,63250,Dangerous
cu06,CUDB,62875,63375,Dangerous
cu06,CUDB,63000,63500,Dangerous
cu06,CUDB,63125,63625,Dangerous
cu06,CUDB,63250,63750,Dangerous
cu06,CUDB,63375,63875,Dangerous
cu06,CUDB,63500,64000,Dangerous
cu06,CUDB,63625,64125,Dangerous
cu06,CUDB,63750,64250,Dangerous
cu06,CUDB,63875,64375,Dangerous
cu06,CUDB,64000,64500,Dangerous
cu06,CUDB,64125,64625,Dangerous
cu06,CUDB,64250,64750,Dangerous
cu06,CUDB,64375,64875,Dangerous
cu06,CUDB,64500,65000,Dangerous
cu06,CUDB,64625,65125,Dangerous
cu06,CUDB,64750,65250,Dangerous
cu06,CUDB,64875,65375,Dangerous
cu06,CUDB,65000,65500,Dangerous
cu06,CUDB,65125,65625,Dangerous
cu06,CUDB,65250,65750,Dangerous
cu06,CUDB,65375,65875,Dangerous
cu06,CUDB,65500,66000,Dangerous
cu06,CUDB,65625,66125,Dangerous
cu06,CUDB,65750,66250,Dangerous
cu06,CUDB,65875,66375,Dangerous
cu06,CUDB,66000,66500,Dangerous
cu06,CUDB,66125,66625,Dangerous
cu06,CUDB,66250,66750,Dangerous
cu06,CUDB,66375,66875,Dangerous
cu06,CUDB,66500,67000,Dangerous
cu06,CUDB,66625,67125,Dangerous
cu06,CUDB,66750,67250,Dangerous
cu06,CUDB,66875,67375,Dangerous
cu06,CUDB,67000,67500,Dangerous
cu06,CUDB,67125,67625,Dangerous
cu06,CUDB,67250,67750,Dangerous
cu06,CUDB,67375,67875,Dangerous
cu06,CUDB,67500,68000,Dangerous
cu06,CUDB,67625,68125,Dangerous
cu06,CUDB,67750,68250,Dangerous
cu06,CUDB,67875,68375,Dangerous
cu06,CUDB,68000,68500,Dangerous
cu06,CUDB,68125,68625,Dangerous
cu06,CUDB,68250,68750,Dangerous
cu06,CUDB,68375,68875,Dangerous
cu06,CUDB,68500,69000,Dangerous
cu06,CUDB,68625,69125,Dangerous
cu06,CUDB,68750,69250,Dangerous
cu06,CUDB,68875,69375,Dangerous
cu06,CUDB,69000,69500,Dangerous
cu06,CUDB,69125,69625,Dangerous
cu06,CUDB,69250,69750,Dangerous
cu06,CUDB,69375,69875,Dangerous
cu06,CUDB,69500,70000,Dangerous
cu06,CUDB,69625,70125,Dangerous
cu06,CUDB,69750,70250,Dangerous
cu06,CUDB,69875,70375,Dangerous
cu06,CUDB,70000,70500,Dangerous
cu06,CUDB,70125,70625,Dangerous
cu06,CUDB,70250,70750,Dangerous
cu06,CUDB,70375,70875,Dangerous
cu06,CUDB,70500,71000,Dangerous
cu06,CUDB,70625,71125,Dangerous
cu06,CUDB,70750,71250,Dangerous
cu06,CUDB,70875,71375,Dangerous
cu06,CUDB,71000,71500,Dangerous
cu06,CUDB,71125,71625,Dangerous
cu06,CUDB,71250,71750,Dangerous
cu06,CUDB,71375,71875,Dangerous
cu06,CUDB,71500,72000,Dangerous
cu06,CUDB,71625,72125,Dangerous
cu06,CUDB,71750,72250,Dangerous
cu06,CUDB,71875,72375,Dangerous
cu06,CUDB,72000,72500,Dangerous
cu06,CUDB,72125,72625,Dangerous
cu06,CUDB,72250,72750,Dangerous
cu06,CUDB,72375,72875,Dangerous
cu06,CUDB,72500,73000,Dangerous
cu06,CUDB,72625,73125,Dangerous
cu06,CUDB,72750,73250,Dangerous
cu06,CUDB,72875,73375,Dangerous
cu06,CUDB,73000,73500,Dangerous
cu06,CUDB,73125,73625,Dangerous
cu06,CUDB,73250,73750,Dangerous
cu06,CUDB,73375,73875,Dangerous
cu06,CUDB,73500,74000,Dangerous
cu06,CUDB,73625,74125,Dangerous
cu06,CUDB,73750,74250,Dangerous
cu06,CUDB,73875,74375,Dangerous
cu06,CUDB,74000,74500,Dangerous
cu06,CUDB,74125,74625,Dangerous
cu06,CUDB,74250,74750,Dangerous
cu06,CUDB,74375,74875,Dangerous
cu06,CUDB,74500,75000,Dangerous
cu06,CUDB,74625,75125,Dangerous
cu06,CUDB,74750,75250,Dangerous
cu06,CUDB,74875,75375,Dangerous
cu06,CUDB,75000,75500,Dangerous
cu06,CUDB,75125,75625,Dangerous
cu06,CUDB,75250,75750,Dangerous
cu06,CUDB,75375,75875,Dangerous
cu06,CUDB,75500,76000,Dangerous
cu06,CUDB,75625,76125,Dangerous
cu06,CUDB,75750,76250,Dangerous
cu06,CUDB,75875,76375,Dangerous
cu06,CUDB,76000,76500,Dangerous
cu06,CUDB,76125,76625,Dangerous
cu06,CUDB,76250,76750,Dangerous
cu06,CUDB,76375,76875,Dangerous
cu06,CUDB,76500,77000,Dangerous
cu06,CUDB,76625,77125,Dangerous
cu06,CUDB,76750,77250,Dangerous
cu06,CUDB,76875,77375,Normal
cu06,CUDB,77000,77500,Normal
cu06,CUDB,77125,77625,Normal
cu06,CUDB,77250,77750,Normal
cu06,CUDB,77375,77875,Normal
cu06,CUDB,77500,78000,Normal
cu06,CUDB,77625,78125,Normal
cu06,CUDB,77750,78250,Normal
cu06,CUDB,77875,78375,Normal
cu06,CUDB,78000,78500,Normal
cu06,CUDB,78125,78625,Normal
cu06,CUDB,78250,78750,Normal
cu06,CUDB,78375,78875,Normal
cu06,CUDB,78500,79000,Normal
cu06,CUDB,78625,79125,Normal
cu06,CUDB,78750,79250,Normal
cu06,CUDB,78875,79375,Normal
cu06,CUDB,79000,79500,Normal
cu06,CUDB,79125,79625,Normal
cu06,CUDB,79250,79750,Normal
cu06,CUDB,79375,79875,Normal
cu06,CUDB,79500,80000,Normal
cu06,CUDB,79625,80125,Normal
cu06,CUDB,79750,80250,Normal
cu06,CUDB,79875,80375,Dangerous
cu06,CUDB,80000,80500,Dangerous
cu06,CUDB,80125,80625,Dangerous
cu06,CUDB,80250,80750,Dangerous
cu06,CUDB,80375,80875,Dangerous
cu06,CUDB,80500,81000,Dangerous
cu06,CUDB,80625,81125,Dangerous
cu06,CUDB,80750,81250,Dangerous
cu06,CUDB,80875,81375,Dangerous
cu06,CUDB,81000,81500,Dangerous
cu06,CUDB,81125,81625,Dangerous
cu06,CUDB,81250,81750,Dangerous
cu06,CUDB,81375,81875,Dangerous
cu06,CUDB,81500,82000,Dangerous
cu06,CUDB,81625,82125,Dangerous
cu06,CUDB,81750,82250,Dangerous
cu06,CUDB,81875,82375,Dangerous
cu06,CUDB,82000,82500,Dangerous
cu06,CUDB,82125,82625,Dangerous
cu06,CUDB,82250,82750,Dangerous
cu06,CUDB,82375,82875,Dangerous
cu06,CUDB,82500,83000,Dangerous
cu06,CUDB,82625,83125,Dangerous
cu06,CUDB,82750,83250,Dangerous
cu06,CUDB,82875,83375,Dangerous
cu06,CUDB,83000,83500,Dangerous
cu06,CUDB,83125,83625,Transitional
cu06,CUDB,83250,83750,Transitional
cu06,CUDB,83375,83875,Transitional
cu06,CUDB,83500,84000,Transitional
cu06,CUDB,83625,84125,Transitional
cu06,CUDB,83750,84250,Transitional
cu06,CUDB,83875,84375,Normal
cu06,CUDB,84000,84500,Normal
cu06,CUDB,84125,84625,Normal
cu06,CUDB,84250,84750,Normal
cu06,CUDB,84375,84875,Normal
cu06,CUDB,84500,85000,Normal
cu06,CUDB,84625,85125,Normal
cu06,CUDB,84750,85250,Normal
cu06,CUDB,84875,85375,Normal
cu06,CUDB,85000,85500,Normal
cu06,CUDB,85125,85625,Normal
cu06,CUDB,85250,85750,Normal
cu06,CUDB,85375,85875,Normal
cu06,CUDB,85500,86000,Normal
cu06,CUDB,85625,86125,Normal
cu06,CUDB,85750,86250,Normal
cu06,CUDB,85875,86375,Normal
cu06,CUDB,86000,86500,Normal
cu06,CUDB,86125,86625,Normal
cu06,CUDB,86250,86750,Normal
cu06,CUDB,86375,86875,Normal
cu06,CUDB,86500,87000,Normal
cu06,CUDB,86625,87125,Normal
cu06,CUDB,86750,87250,Normal
cu06,CUDB,86875,87375,Normal
cu06,CUDB,87000,87500,Normal
cu06,CUDB,87125,87625,Normal
cu06,CUDB,87250,87750,Normal
cu06,CUDB,87375,87875,Normal
cu06,CUDB,87500,88000,Normal
cu06,CUDB,87625,88125,Normal
cu06,CUDB,87750,88250,Normal
cu06,CUDB,87875,88375,Normal
cu06,CUDB,88000,88500,Normal
cu06,CUDB,88125,88625,Normal
cu06,CUDB,88250,88750,Normal
